           4.8730575225220e-02           5.9407469516024e-02           7.0868536745130e-02           8.3343754529939e-02           9.7484749409805e-02           1.1435390367759e-01           1.3547518087547e-01           1.6270721408646e-01           1.9561714834103e-01           1.9982931077433e-01          -5.1796381958715e-01          -1.9990334743795e+00          -7.2365937601645e-01          -3.9835621677875e-01          -2.6833064835101e-01          -1.9993118291552e-01          -1.5769453411646e-01          -1.2859540071524e-01          -1.0674906716766e-01          -8.9110364312701e-02          -7.4022115446599e-02          -6.0700649691159e-02
           4.8201981512148e-10           4.8201981512148e-10           6.9150822736180e-10           1.0144705853973e-09           1.5387351768502e-09           2.4477214493818e-09           4.1556592839188e-09           7.6799812798352e-09           1.5559247809785e-08           2.9389806178566e-08          -1.2990198433283e-07          -5.0511660724613e-07          -1.0574156237836e-07          -3.1569989818886e-08          -1.2622614880318e-08          -6.1100623896388e-09          -3.3603011791216e-09          -2.0180431231202e-09          -1.2891005573405e-09          -8.5972121508019e-10          -5.9062114315158e-10          -5.9062114315158e-10
          -4.6158793850764e-16          -4.6158793850764e-16          -2.0010799414718e-15          -4.9017809391357e-15          -1.1169150920674e-14          -2.5645563433634e-14          -6.2559724750543e-14          -1.6847160314545e-13          -5.0480754720102e-13          -1.3840669499592e-12           7.7823508873193e-12           3.0394633202576e-11           4.9569197176141e-12           1.0216506959152e-12           2.7626129404648e-13           9.1753835704839e-14           3.5102287416854e-14           1.4591946032096e-14           6.1957447472296e-15           2.4682908111729e-15           5.5896588204185e-16           5.5896588204185e-16
           5.7870334612039e-22           5.7870334612039e-22           7.1980495485638e-21           2.7451756320915e-20           8.8687748739349e-20           2.7771922483051e-19           9.1150463249492e-19           3.2838070503284e-18           1.2974469127130e-17           4.4919063456751e-17          -2.8808373896655e-16          -1.1285685257106e-15          -1.6034623133381e-16          -2.6209700531700e-17          -5.3760625898114e-18          -1.3345514196360e-18          -3.7934563323514e-19          -1.1556265748988e-19          -3.4576603194529e-20          -8.8353176463877e-21          -6.9617468543807e-22          -6.9617468543807e-22
          -7.8760423775755e-28          -7.8760423775755e-28          -2.6886917427310e-26          -1.4861105341102e-25          -6.3627888808810e-25          -2.5534131323895e-24          -1.0579006660667e-23          -4.7480172137314e-23          -2.2842352518224e-22          -9.2326123382302e-22           6.4238480423560e-21           2.5220185382709e-20           3.2879478989245e-21           4.6081455198622e-22           7.7640745928263e-23           1.5469859821796e-23           3.4827703729006e-24           8.2760421505624e-25           1.8675113835931e-25           3.2906939887839e-26           9.4420010928390e-28           9.4420010928390e-28
           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00
           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00
          -2.6227979824483e+01          -2.6227979824483e+01          -2.5034938361966e+01          -2.2909644355407e+01          -2.0131411134439e+01          -1.6933346977281e+01          -1.3479326364444e+01          -9.8746603150416e+00          -6.1838524107026e+00          -2.4457379690581e+00           1.3157434522280e+00           5.0842436697381e+00           8.8457311853474e+00           1.2583848856612e+01           1.6274658353563e+01           1.9879325218930e+01           2.3333346271687e+01           2.6531410677190e+01           2.9309644043032e+01           3.1434938135314e+01           3.2627979646202e+01           3.2627979646202e+01
          -5.3730645087101e+01          -5.3730645087101e+01          -5.1097540955741e+01          -4.6538968839766e+01          -4.0725487087436e+01          -3.4148698548097e+01          -2.7124580709088e+01          -1.9844170910234e+01          -1.2419778091450e+01          -4.9171918279467e+00           2.6237694360046e+00           1.0176223245376e+01           1.7717186653166e+01           2.5219774809599e+01           3.2644168894674e+01           3.9924579472461e+01           4.6948697778359e+01           5.3525486595466e+01           5.9338968512782e+01           6.3897540724955e+01           6.6530644908374e+01           6.6530644908374e+01
          -8.4070194948601e+01          -8.4070194948601e+01          -7.9282737483865e+01          -7.1551529871549e+01          -6.2160785527431e+01          -5.1856925554312e+01          -4.1052138094641e+01          -2.9972224145541e+01          -1.8741775884990e+01          -7.4308760872235e+00           3.9191501295839e+00           1.5280845730687e+01           2.6630872784882e+01           3.7941773555509e+01           4.9172222603383e+01           6.0252137103920e+01           7.1056924922877e+01           8.1360785121372e+01           9.0751529602863e+01           9.8482737296131e+01           1.0327019480425e+02           1.0327019480425e+02
          -1.1962135072112e+02          -1.1962135072112e+02          -1.1071318401781e+02          -9.8393428839054e+01          -8.4602470683732e+01          -7.0117120013831e+01          -5.5282763572846e+01          -4.0266042833395e+01          -2.5152335325597e+01          -9.9876191965934e+00           5.2016905792457e+00           2.0398307523521e+01           3.5587617605251e+01           5.0752334141598e+01           6.5866042015846e+01           8.0882763031960e+01           9.5717119663101e+01           1.1020247045626e+02           1.2399342868841e+02           1.3631318391278e+02           1.4522135064061e+02           1.4522135064061e+02
          -1.8400000000000e+02          -1.6495238095238e+02          -1.4590476190476e+02          -1.2685714285714e+02          -1.0780952380952e+02          -8.8761904761905e+01          -6.9714285714286e+01          -5.0666666666667e+01          -3.1619047619048e+01          -1.2571428571429e+01           6.4761904761905e+00           2.5523809523810e+01           4.4571428571429e+01           6.3619047619048e+01           8.2666666666667e+01           1.0171428571429e+02           1.2076190476190e+02           1.3980952380952e+02           1.5885714285714e+02           1.7790476190476e+02           1.9695238095238e+02           2.1600000000000e+02
           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00           0.0000000000000e+00
          -7.3315070391895e-01          -7.3233497091901e-01          -7.7580041089970e-01          -7.9704668020753e-01          -7.9921406118564e-01          -7.8342300384807e-01          -7.4671806315158e-01          -6.7861223270297e-01          -5.5168411720282e-01          -2.9672709306575e-01           2.0839819340401e-01           8.0826711025405e-01           1.0691405738979e+00           1.1202574715458e+00           1.1163344862608e+00           1.0990918154849e+00           1.0770744246219e+00           1.0504066268639e+00           1.0162650578463e+00           9.7013941224369e-01           9.0679569964615e-01           9.0761143291488e-01
